id	treenum	term
D053546	C16.320.850.475.440.500	Keratoderma, Palmoplantar, Epidermolytic
D053549	C16.131.831.350.856	Pachyonychia Congenita
D053559	C11.204.236.218	Corneal Dystrophy, Juvenile Epithelial of Meesmann
D053560	C16.131.831.512.408	Ichthyosis Bullosa of Siemens
D053565	C23.888.942.337	Hypercalciuria
D053570	C02.256.200.500	Porcine Postweaning Multisystemic Wasting Syndrome
D053578	C04.588.614.550.600	Opsoclonus-Myoclonus Syndrome
D053579	C12.777.419.815.491	Gitelman Syndrome
D053584	C23.888.942.900	Urinoma
D053589	C13.703.413	Nuchal Cord
D053591	C23.888.592.612.888	Pain, Referred
D053608	C10.597.606.358.800.500	Stupor
D053609	C10.597.606.441	Lethargy
D053627	C12.294.365.700.253	Asthenozoospermia
D053632	C16.320.322.968	X-Linked Combined Immunodeficiency Diseases
D053653	C12.777.419.570.821.358	Pyelocystitis
D053682	C05.651.869.816	Tendon Entrapment
D053684	C05.651.869.816.200	De Quervain Disease
D053706	C01.539.463.850	Typhlitis
D053713	C12.294.365.700.380	Azoospermia
D053714	C12.294.365.700.126	Aspermia
D053716	C05.116.198.579.304	Female Athlete Triad Syndrome
D053717	C01.539.248.500	Pneumonia, Ventilator-Associated
D053718	C17.300.550.875	Scleromyxedema
D053821	C01.539.190	Cardiovascular Infections
D053836	C23.550.717.273	DNA Degradation, Necrotic
D053840	C14.280.067.322	Brugada Syndrome
D053842	C23.550.362.590	Microsatellite Instability
D054000	C04.557.665.560.700	Nevus, Sebaceous of Jadassohn
D054019	C20.608	Immune Reconstitution Inflammatory Syndrome
D054038	C10.228.140.631.500.500	Posterior Leukoencephalopathy Syndrome
D054039	C17.800.529.478	Onycholysis
D054058	C14.280.647.124	Acute Coronary Syndrome
D054059	C14.280.647.250.272	Coronary Occlusion
D054060	C08.381.746.500	Pulmonary Infarction
D054061	C05.550.323.734	Ischemic Contracture
D054062	C09.218.458.341.186.500	Deaf-Blind Disorders
D054066	C04.557.337.428.580.049	Leukemia, Large Granular Lymphocytic
D054067	C16.320.565.798.183	Dihydropyrimidine Dehydrogenase Deficiency
D054068	C14.907.617.625	Livedo Reticularis
D054069	C16.320.565.100.614	Multiple Acyl Coenzyme A Dehydrogenase Deficiency
D054070	C14.907.355.830.925.462	Postthrombotic Syndrome
D054078	C10.228.140.163.100.593	Mevalonate Kinase Deficiency
D054079	C14.240.850	Vascular Malformations
D054080	C10.228.140.300.520.500	Vein of Galen Malformations
D054081	C10.500.507.450	Malformations of Cortical Development, Group II
D054082	C10.500.507.450.499	Lissencephaly
D054083	C14.240.400.422	Ectopia Cordis
D054084	C14.240.400.210.500	Myocardial Bridging
D054091	C10.500.507.450.750	Periventricular Nodular Heterotopia
D054092	C14.240.400.560.375.258	Foramen Ovale, Patent
D054098	C15.378.140.855.850	Thrombocytopenia, Neonatal Alloimmune
D054119	C05.660.585.174	Arachnodactyly
D054138	C14.280.067.093.500	Sinus Arrest, Cardiac
D054139	C14.280.067.845.787	Tachycardia, Reciprocating
D054141	C14.280.067.961	Ventricular Flutter
D054143	C14.280.434.676	Heart Failure, Systolic
D054144	C14.280.434.611	Heart Failure, Diastolic
D054160	C23.888.447.500	Systolic Murmurs
D054179	C14.907.079.500	Angioedemas, Hereditary
D054198	C04.557.337.428.600	Precursor Cell Lymphoblastic Leukemia-Lymphoma
D054218	C04.557.337.428.600.620	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
D054219	C04.557.595	Neoplasms, Plasma Cell
D054220	C10.500.507	Malformations of Cortical Development
D054221	C10.500.507.450.230	Classical Lissencephalies and Subcortical Band Heterotopias
D054222	C10.500.507.450.249	Cobblestone Lissencephaly
D054243	C02.782.580.830.825	Vesicular Stomatitis
D054312	C01.252.410.040.552.475.247	Buruli Ulcer
D054318	C14.907.585.500.562	No-Reflow Phenomenon
D054319	C10.228.140.163.510	Marchiafava-Bignami Disease
D054331	C12.294.365.700.754	Sertoli Cell-Only Syndrome
D054363	C04.557.450.565.590.797.750	Solitary Fibrous Tumor, Pleural
D054364	C04.557.450.565.590.797	Solitary Fibrous Tumors
D054391	C04.557.386.480.750.199	Lymphoma, Extranodal NK-T-Cell
D054403	C04.557.337.428.080.562	Leukemia, Prolymphocytic, B-Cell
D054429	C04.557.337.539.525	Leukemia, Myelomonocytic, Juvenile
D054437	C15.378.190.615	Myelodysplastic-Myeloproliferative Diseases
D054438	C04.557.337.539.300	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative
D054446	C04.557.386.480.750.800.507	Lymphoma, Primary Cutaneous Anaplastic Large Cell
D054463	C16.131.077.899	Trichothiodystrophy Syndromes
D054506	C17.800.030.575	Chloracne
D054508	C26.733.188	Acute Radiation Syndrome
D054514	C11.250.616	Persistent Hyperplastic Primary Vitreous
D054515	C13.351.500.944.902.368	Vulvar Vestibulitis
D054517	C11.675.387	Orbital Cellulitis
D054537	C14.280.067.558.230	Atrioventricular Block
D054546	C10.228.662.262.249.937	Neuroacanthocytosis
D054549	C14.280.945.900.500	Takotsubo Cardiomyopathy
D054556	C14.907.355.590.700	Venous Thromboembolism
D054559	C18.452.750.199	Hyperphosphatemia
D054685	C04.557.386.480.150.592	Lymphoma, Primary Effusion
D054705	C04.557.450.565.465.249.500	Mastocytoma, Skin
D054739	C04.557.227.199	Dendritic Cell Sarcoma, Interdigitating
D054740	C04.557.227.190	Dendritic Cell Sarcoma, Follicular
D054747	C04.557.227.380	Histiocytic Sarcoma
D054752	C04.557.227.500	Langerhans Cell Sarcoma
D054850	C05.116.540.310.800	Osteophyte
D054853	C14.907.137.520	Malignant Atrophic Papulosis
D054868	C15.378.140.855.440	Jacobsen Distal 11q Deletion Syndrome
D054877	C16.131.077.944	Wolf-Hirschhorn Syndrome
D054880	C16.320.565.595.100	Aspartylglucosaminuria
D054882	C05.116.099.370.894.115	Antley-Bixler Syndrome Phenotype
D054908	C01.252.410.040.552.846.775.500	Extensively Drug-Resistant Tuberculosis
D054969	C10.177.575	Primary Dysautonomias
D054970	C10.177.575.650	Pure Autonomic Failure
D054971	C10.177.575.600	Orthostatic Intolerance
D054972	C10.177.575.600.625	Postural Orthostatic Tachycardia Syndrome
D054973	C04.557.450.692	Perivascular Epithelioid Cell Neoplasms
D054975	C04.445.622	Pallister-Hall Syndrome
D054988	C08.381.483.487	Idiopathic Interstitial Pneumonias
D054989	C17.800.553	Nephrogenic Fibrosing Dermopathy
D054990	C08.381.483.487.500	Idiopathic Pulmonary Fibrosis
D055008	C08.381.483.581.062	Anthracosis
D055009	C05.116.900.938	Spondylosis
D055010	C05.116.900.596	Posterior Cervical Sympathetic Syndrome
D055013	C05.116.900.853.625.399	Osteoarthritis, Spine
D055031	C14.907.725.675	Primary Graft Dysfunction
D055034	C05.116.821	Osteochondrosis
D055035	C05.116.821.500	Spinal Osteochondrosis
D055036	C05.660.142	Campomelic Dysplasia
D055089	C05.182.895	Tracheobronchomalacia
D055090	C05.182.895.500	Tracheomalacia
D055091	C05.182.895.249	Bronchomalacia
D055092	C05.182.310	Laryngomalacia
D055093	C07.465.714.354	Periodontal Atrophy
D055111	C23.550.767.225	Failed Back Surgery Syndrome
D055112	C13.351.500.852.544	Pyometra
D055113	C07.465.714.533.324	Chronic Periodontitis
D055154	C08.360.940.325	Dysphonia
D055191	C23.550.767.137	Delayed Emergence from Anesthesia
D055331	C04.557.435.108	Adenomyoepithelioma
D055370	C08.381.520	Lung Injury
D055371	C08.381.520.500	Acute Lung Injury
D055397	C08.381.520.750	Ventilator-Induced Lung Injury
D055496	C06.405.469.158.272.804	Neurogenic Bowel
D055499	C01.539.195	Catheter-Related Infections
D055501	C20.683.515.800	Macrophage Activation Syndrome
D055534	C10.228.854.468.399	Bulbo-Spinal Atrophy, X-Linked
D055535	C17.800.518	Morgellons Disease
D055538	C15.378.071.141.150.875.575	delta-Thalassemia
D055577	C10.228.140.163.100.435.825.250	Farber Lipogranulomatosis
D055589	C06.689.750.860	Pancreatitis, Graft
D055613	C04.588.894.797.520.237	Multiple Pulmonary Nodules
D055622	C05.651.594.728	Orbital Myositis
D055623	C04.834.450	Keratosis, Actinic
D055652	C15.378.140.427	Gray Platelet Syndrome
D055653	C04.588.805.578.500	Muir-Torre Syndrome
D055665	C15.378.100.802.230	Purpura Fulminans
D055673	C10.500.034.500	Acrocallosal Syndrome
D055677	C18.654.521.687	Refeeding Syndrome
D055728	C15.378.190.636.765	Primary Myelofibrosis
D055732	C01.703.080.768	Pulmonary Aspergillosis
D055744	C01.703.080.768.750	Invasive Pulmonary Aspergillosis
D055752	C04.588.894.797.520.109.220.624	Small Cell Lung Carcinoma
D055756	C04.588.614.250.580.150	Meningeal Carcinomatosis
D055761	C22.131.780	Reticuloendotheliosis, Avian
D055847	C04.700.250.500	Lynch Syndrome II
D055882	C04.557.665.560.580	Nevus, Halo
D055947	C05.660.207.532	Loeys-Dietz Syndrome
D055948	C10.597.613.612.500	Sarcopenia
D055949	C13.703.420.952	Vasa Previa
D055952	C10.292.910.299	Cogan Syndrome
D055953	C10.228.140.300.275.600	Microscopic Polyangiitis
D055954	C11.204.278	Corneal Endothelial Cell Loss
D055955	C09.218.855	Susac Syndrome
D055956	C10.228.140.380.254	Diffuse Neurofibrillary Tangles with Calcification
D055958	C10.668.829.500.675.399	Piriformis Muscle Syndrome
D055959	C05.116.900.153	Intervertebral Disc Degeneration
D055963	C08.127.108.054	Asthma, Aspirin-Induced
D055964	C10.597.606.881.350.099	Alien Hand Syndrome
D055985	C01.252.410.040.552.846.122	Latent Tuberculosis
D056005	C01.252.410.040.552.386.850	Leprosy, Paucibacillary
D056006	C01.252.410.040.552.386.775	Leprosy, Multibacillary
D056104	C14.280.067.441	Commotio Cordis
D056124	C23.550.767.884	Slit Ventricle Syndrome
D056128	C18.654.726.500.697	Obesity, Abdominal
D056146	C23.550.260.224.200	Corpse Dismemberment
D056150	C17.800.174.600.174	Acute Generalized Exanthematous Pustulosis
D056151	C23.300.017	Airway Remodeling
D056266	C16.320.850.337	Erythrokeratodermia Variabilis
D056267	C04.557.386.480.750.800.550.600	Pagetoid Reticulosis
D056304	C05.116.482	Genu Valgum
D056305	C05.116.511	Genu Varum
D056364	C04.182.199	Colloid Cysts
D056486	C06.552.195	Chemical and Drug Induced Liver Injury
D056487	C06.552.195.200	Chemical and Drug Induced Liver Injury, Chronic
D056586	C08.381.074	Acute Chest Syndrome
D056587	C16.320.382.500	Cryopyrin-Associated Periodic Syndromes
D056627	C06.844.610	Peritoneal Fibrosis
D056647	C14.907.940.897	Systemic Vasculitis
D056648	C14.907.940.897.249	Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
D056650	C13.351.500.944.951	Vulvodynia
D056653	C05.550.114.154.728	Rheumatoid Vasculitis
D056660	C16.320.382	Hereditary Autoinflammatory Diseases
D056684	C16.320.962	Yellow Nail Syndrome
D056685	C05.660.207.219	Costello Syndrome
D056693	C16.320.565.100.823	Propionic Acidemia
D056725	C15.378.100.100.900.100	von Willebrand Disease, Type 1
D056728	C15.378.100.100.900.200	von Willebrand Disease, Type 2
D056729	C15.378.100.100.900.300	von Willebrand Disease, Type 3
D056730	C05.660.207.925	Silver-Russell Syndrome
D056731	C05.660.207.325	Donohue Syndrome
D056732	C16.131.077.735	Prolidase Deficiency
D056733	C04.557.450.565.550.312	Carney Complex
D056734	C16.131.077.592	Monilethrix
D056735	C15.604.515.138	Autoimmune Lymphoproliferative Syndrome
D056768	C10.500.300.490	Giant Axonal Neuropathy
D056769	C10.500.300.099	Alstrom Syndrome
D056770	C16.131.077.619	Netherton Syndrome
D056784	C10.228.140.695	Leukoencephalopathies
D056806	C10.228.140.163.100.937	Urea Cycle Disorders, Inborn
D056807	C10.228.140.163.100.937.124	Argininosuccinic Aciduria
D056824	C14.907.355.830.925.885	Upper Extremity Deep Vein Thrombosis
D056828	C14.907.079.500.500	Hereditary Angioedema Type III
D056829	C14.907.079.500.750	Hereditary Angioedema Types I and II
D056830	C14.240.400.660	Isolated Noncompaction of the Ventricular Myocardium
D056833	C11.768.175	Central Serous Chorioretinopathy
D056844	C23.888.592.612.972	Renal Colic
D056846	C05.116.099.343.957	Weill-Marchesani Syndrome
D056886	C10.900.300.350.300.250	Contrecoup Injury
D056887	C23.300.842.624	Pelvic Organ Prolapse
D056889	C14.240.400.172	Barth Syndrome
D056929	C12.777.419.815.683	Liddle Syndrome
D056986	C03.752.300	Euglenozoa Infections
D056987	C14.907.946	Vasoplegia
D056988	C14.280.647.500.093	Anterior Wall Myocardial Infarction
D056989	C14.280.647.500.187	Inferior Wall Myocardial Infarction
D057045	C06.405.117.119.500.484.500	Laryngopharyngeal Reflux
D057049	C15.378.140.855.925	Thrombotic Microangiopathies
D057066	C11.525.381.703	Low Tension Glaucoma
D057068	C26.404.550	Periprosthetic Fractures
D057072	C26.404.505	Intra-Articular Fractures
D057085	C07.793.818	Tooth Wear
D057088	C17.300.116	Anetoderma
D057090	C04.557.470.200.025.500	Eccrine Porocarcinoma
D057091	C04.557.470.035.175.588	Poroma
D057092	C11.768.585.439.122	Geographic Atrophy
D057096	C25.723.415.792	Shellfish Poisoning
D057108	C11.204.431	Corneal Wavefront Aberration
D057112	C10.900.300.284.250.124.500	Corneal Perforation
D057129	C11.204.497	Iridocorneal Endothelial Syndrome
D057130	C11.270.516	Leber Congenital Amaurosis
D057135	C11.768.585.439.622	Wet Macular Degeneration
D057165	C18.452.845	Proteostasis Deficiencies
D057174	C10.228.140.380.266	Frontotemporal Lobar Degeneration
D057177	C10.574.950	TDP-43 Proteinopathies
D057178	C10.228.140.380.132.600	Primary Progressive Nonfluent Aphasia
D057180	C10.228.140.380.266.299	Frontotemporal Dementia
D057193	C23.888.571.710	Medical Tourism
D057667	C26.324.436	Conducted Energy Weapon Injuries
D057765	C06.405.117.620.209	Eosinophilic Esophagitis
D057767	C05.116.099.708.534	Kashin-Beck Disease
D057768	C08.618.846.600	Infantile Apparent Life-Threatening Event
D057770	C16.320.850.368	Hyalinosis, Systemic
D057772	C14.907.937	Vascular System Injuries
D057774	C10.177.575.600.537	Post-Exercise Hypotension
D057792	C06.130.120.135.812	Mirizzi Syndrome
D057826	C11.768.585.439.433	Vitelliform Macular Dystrophy
D057831	C01.252.400.388.350.700	Lemierre Syndrome
D057851	C11.297.500	Posterior Capsular Rupture, Ocular
D057867	C14.907.055.501	Endoleak
D057868	C23.550.767.071	Anastomotic Leak
D057873	C07.465.714.282	Peri-Implantitis
D057885	C23.550.210.702.500	Triploidy
D057887	C07.793.494.630.500	Overbite
D057891	C23.550.210.702.249	Tetraploidy
D057896	C23.888.885.800	Striae Distensae
D057910	C23.550.470.251.500	Implant Capsular Contracture
D057925	C05.550.384	Femoracetabular Impingement
D057971	C11.297.249	Anterior Capsular Rupture, Ocular
D057973	C12.777.419.815.364	Dent Disease
D058065	C14.280.238.235	Diabetic Cardiomyopathies
D058066	C01.252.825.180	Digital Dermatitis
D058069	C23.550.291.890	Neglected Diseases
D058070	C23.550.291.187	Asymptomatic Diseases
D058088	C05.651.534.500.280.500	Sarcoglycanopathies
D058165	C05.660.207.103	22q11 Deletion Syndrome
D058186	C12.777.419.780.050	Acute Kidney Injury
D058225	C23.300.821	Plaque, Amyloid
D058226	C23.300.823	Plaque, Atherosclerotic
D058246	C14.907.653	Prehypertension
D058247	C17.800.329.937.122.348	Loose Anagen Hair Syndrome
D058249	C04.700.212	Birt-Hogg-Dube Syndrome
D058252	C15.604.515.292.507	Necrobiotic Xanthogranuloma
D058267	C03.858.211.250	Flea Infestations
D058285	C03.858.211.250.800	Tungiasis
D058288	C04.588.033.740	Sister Mary Joseph's Nodule
D058345	C23.550.291.187.500	Asymptomatic Infections
D058365	C01.703.160.175	Candidiasis, Invasive
D058387	C01.539.757.360.150	Candidemia
D058405	C04.557.450.795.315	Desmoplastic Small Round Cell Tumor
D058426	C23.550.722	Neointima
D058429	C03.335.508.700.750.380	Gnathostomiasis
D058437	C11.768.346	Hypertensive Retinopathy
D058442	C11.510.245.500	Capsule Opacification
D058447	C11.300.500	Eye Pain
D058456	C11.768.748	Retinal Telangiectasis
D058457	C11.338.912	Trichiasis
D058489	C12.706.316.064	46, XX Disorders of Sex Development
D058490	C12.706.316.096	46, XY Disorders of Sex Development
D058494	C10.500.507.450.499.249.500	Walker-Warburg Syndrome
D058495	C16.131.077.889	Sotos Syndrome
D058496	C10.281.900	Smith-Magenis Syndrome
D058497	C05.116.099.370.894.819.428	Fraser Syndrome
D058499	C11.768.585.658	Retinal Dystrophies
D058502	C10.500.680.705	Pentalogy of Cantrell
D058527	C04.557.386.480.750.099	Enteropathy-Associated T-Cell Lymphoma
D058529	C14.240.850.976	Single Umbilical Artery
D058531	C12.706.316.064.124	46, XX Testicular Disorders of Sex Development
D058533	C12.706.316.795	Sex Chromosome Disorders of Sex Development
D058535	C13.703.277.050	Echogenic Bowel
D058536	C13.703.277.838	Pyelectasis
D058540	C10.500.034.687	Aicardi Syndrome
D058545	C25.775.467	Inhalant Abuse
D058565	C10.228.140.430.249	Cerebral Ventriculitis
D058566	C05.550.114.854	Sacroiliitis
D058568	C17.800.551	Necrolytic Migratory Erythema
D058606	C23.300.190	Accessory Atrioventricular Bundle
D058617	C04.557.386.150	Composite Lymphoma
D058625	C06.552.308.500.177	End Stage Liver Disease
D058627	C05.660.207.536	Megalencephaly
D058631	C05.116.099.708.779	Pycnodysostosis
D058670	C23.550.210.050.625	Tetrasomy
D058674	C23.550.210.182	Chromosome Duplication
D058686	C14.280.647.250.647	Coronary-Subclavian Steal Syndrome
D058687	C14.280.383.610	Out-of-Hospital Cardiac Arrest
D058729	C14.907.137.126.307.500	Peripheral Arterial Disease
D058734	C23.550.414.734	Exsanguination
D058736	C26.392.500.500	Intrauterine Device Migration
D058739	C04.834.020	Aberrant Crypt Foci
D058745	C26.558.554.425	Iliotibial Band Syndrome
D058747	C16.131.077.239	CHARGE Syndrome
D058866	C26.404.545	Osteoporotic Fractures
D058890	C13.703.844.603.400	Granulomatous Mastitis
D058922	C04.588.180.576	Inflammatory Breast Neoplasms
D058923	C05.651.426	Medial Tibial Stress Syndrome
D058926	C23.550.505.400	Intraoperative Awareness
D058968	C03.908.650	Pythiosis
D059041	C05.660.207.707	Plagiocephaly
D059226	C23.888.592.612.720	Nociceptive Pain
D059228	C12.777.419.787	Renal Nutcracker Syndrome
D059245	C08.381.842.737	Transient Tachypnea of the Newborn
D059246	C08.618.961	Tachypnea
D059249	C01.703.658	Otomycosis
D059265	C23.888.592.612.720.500	Visceral Pain
D059266	C05.116.852.087	Bisphosphonate-Associated Osteonecrosis of the Jaw
D059268	C13.351.500.894.906.316	Atrophic Vaginitis
D059269	C06.405.469.158.093	Chilaiditi Syndrome
D059270	C01.539.160.495.750	Petrositis
D059325	C05.651.180.297	Intra-Abdominal Hypertension
D059327	C05.660.585.262	Brachydactyly
D059345	C10.228.140.300.275	Cerebral Small Vessel Diseases
D059347	C12.777.419.780.400	Cardio-Renal Syndrome
D059348	C10.668.829.712	Peripheral Nerve Injuries
D059350	C23.888.592.612.274	Chronic Pain
D059352	C05.651.538	Musculoskeletal Pain
D059366	C08.127.108.495	Asthma, Occupational
D059369	C01.539.160.495.875	Pott Puffy Tumor
D059373	C23.888.592.612.530	Mastodynia
D059388	C23.888.592.612.547.500	Pelvic Girdle Pain
D059390	C23.888.592.612.191	Breakthrough Pain
D059407	C11.187.631	Pinguecula
D059409	C10.228.140.300.275.800	Stroke, Lacunar
D059411	C23.888.942.343	Lower Urinary Tract Symptoms
D059413	C01.539.463	Intraabdominal Infections
D059445	C10.597.606.057	Anhedonia
D059446	C14.240.400.592	Heterotaxy Syndrome
D059466	C14.907.489.907	White Coat Hypertension
D059468	C14.907.489.861	Masked Hypertension
D059525	C08.360.840	Supraglottitis
D059545	C04.588.364.738	Paraneoplastic Syndromes, Ocular
D059606	C23.550.759	Polydipsia
D059607	C23.550.759.500	Polydipsia, Psychogenic
D059608	C08.360.549	Laryngocele
D059707	C01.252.400.050	Aliivibrio Infections
D059786	C23.550.210.024	Abnormal Karyotype
D059787	C23.888.592.612.081	Acute Pain
D059885	C04.557.645.375.617	Kasabach-Merritt Syndrome
D059905	C14.280.282.703	Endocarditis, Non-Infective
D059952	C12.483	Pelvic Floor Disorders
D060048	C05.116.099.708.928	Slipped Capital Femoral Epiphyses
D060050	C14.280.647.187.362	Angina, Stable
D060051	C26.716	Occupational Injuries
D060085	C01.539.218	Coinfection
D060368	C01.539.800.200.475	Lobomycosis
D060425	C01.539.800.200.383.375	Cerebral Phaeohyphomycosis
